0 0
40 0
81 0
122 0
163 0
204 0
245 0
286 0
327 0
368 0
409 0
450 0
491 0
532 0
573 0
614 0
655 0
696 0
737 0
778 0
819 0
859 0
900 0
941 0
982 0
1023 268
1064 231
1105 252
1146 225
1187 208
1228 186
1269 180
1310 202
1351 184
1392 169
1433 134
1474 152
1515 164
1556 158
1597 160
1638 145
1678 125
1719 151
1760 154
1801 140
1842 163
1883 147
1924 139
1965 117
2006 131
2047 159
2088 141
2129 156
2170 148
2211 156
2252 149
2293 141
2334 142
2375 163
2416 153
2457 146
2497 166
2538 135
2579 172
2620 168
2661 193
2702 214
2743 196
2784 220
2825 221
2866 207
2907 222
2948 241
2989 270
3030 284
3071 287
3112 349
3153 370
3194 420
3235 439
3276 563
3316 662
3357 788
3398 1026
3439 1504
3480 2304
3521 4206
3562 7645
3603 13243
3644 23958
3685 41532
3726 71484
3767 117026
3808 187881
3849 74958
3890 4640
3931 14
3972 0
4013 0
4054 0
